COSMIC_ID,CCLE_Name,DRUG_ID,DRUG_NAME,LN_IC50,Resistance_Cut-Off
1290922,HDQP1_BREAST,1614,WZ4003,3.976078,High
1290922,HDQP1_BREAST,1615,CZC24832,4.994807,High
1290922,HDQP1_BREAST,1617,AZD5582,-1.041239,Low
1290922,HDQP1_BREAST,1618,GSK2606414,3.650775,Low
1290922,HDQP1_BREAST,1620,PFI3,5.757735,High
1290922,HDQP1_BREAST,1621,PCI-34051,4.911244,High
1290922,HDQP1_BREAST,1622,Wnt-C59,4.729047,High
1290922,HDQP1_BREAST,1624,I-BET-762,3.830575,High
1290922,HDQP1_BREAST,1626,OTX015,3.935832,High
1290922,HDQP1_BREAST,1627,GSK343,1.867876,Low
1290922,HDQP1_BREAST,1629,ML323,5.18403,High
1290922,HDQP1_BREAST,1630,Entospletinib,4.342062,High
1290922,HDQP1_BREAST,1631,PRT062607,3.159292,Low
1290922,HDQP1_BREAST,1632,Ribociclib,5.394437,High
1290922,HDQP1_BREAST,1634,AGI-6780,3.707245,Low
1290922,HDQP1_BREAST,1635,Picolinici-acid,4.95132,High
1290922,HDQP1_BREAST,1786,AZD4547,2.498362,Low
1290922,HDQP1_BREAST,1799,Ibrutinib,2.417851,Low
1290922,HDQP1_BREAST,1849,Sabutoclax,1.649748,Low
1290922,HDQP1_BREAST,1852,LY2109761,5.754613,High
1290922,HDQP1_BREAST,1853,OF-1,3.883601,High
1290922,HDQP1_BREAST,1854,MN-64,4.827133,High
1290922,HDQP1_BREAST,1855,KRAS (G12C) Inhibitor-12,5.694637,High
1290922,HDQP1_BREAST,1862,MG-132,-1.115769,Low
1290922,HDQP1_BREAST,1909,Venetoclax,3.175417,Low
1290922,HDQP1_BREAST,1910,ABT737,-0.401301,Low
1290922,HDQP1_BREAST,1912,Afuresertib,1.509403,Low
1290922,HDQP1_BREAST,1913,AGI-5198,5.45553,High
1290922,HDQP1_BREAST,1915,AZD3759,-0.424677,Low
1290922,HDQP1_BREAST,1917,AZD6738,1.042664,Low
1290922,HDQP1_BREAST,1918,AZD8186,1.391327,Low
1290922,HDQP1_BREAST,1919,Osimertinib,-1.239623,Low
1290922,HDQP1_BREAST,1922,Cediranib,1.713428,Low
1290922,HDQP1_BREAST,1924,Ipatasertib,2.666753,Low
1290922,HDQP1_BREAST,1925,GDC0810,5.36046,High
1290922,HDQP1_BREAST,1926,GNE-317,-1.009137,Low
1290922,HDQP1_BREAST,1927,GSK2578215A,5.700003,High
1290922,HDQP1_BREAST,1928,I-BRD9,4.581593,High
1290922,HDQP1_BREAST,1930,Telomerase Inhibitor IX,0.220129,Low
1290922,HDQP1_BREAST,1931,MIRA-1,5.351569,High
1290922,HDQP1_BREAST,1932,NVP-ADW742,1.397014,Low
1290922,HDQP1_BREAST,1933,P22077,1.606583,Low
1290922,HDQP1_BREAST,1936,Savolitinib,1.913473,Low
1290922,HDQP1_BREAST,1939,UMI-77,2.91885,Low
1290922,HDQP1_BREAST,1940,WIKI4,1.989047,Low
1290922,HDQP1_BREAST,1941,Sepantronium bromide,-3.475563,Low
1290922,HDQP1_BREAST,1997,WEHI-539,-0.073584,Low
1290922,HDQP1_BREAST,2040,Foretinib,0.377338,Low
1290922,HDQP1_BREAST,2043,BIBR-1532,5.148795,High
1290922,HDQP1_BREAST,2044,Pyridostatin,4.639041,High
1290922,HDQP1_BREAST,2045,AMG-319,6.08408,High
1290922,HDQP1_BREAST,2046,MK-8776,5.260481,High
1290922,HDQP1_BREAST,2048,Vinorelbine,-1.672535,Low
1290922,HDQP1_BREAST,2096,VX-11e,1.011992,Low
1290922,HDQP1_BREAST,2106,Uprosertib,1.465523,Low
1290922,HDQP1_BREAST,2107,LJI308,2.973641,Low
1290922,HDQP1_BREAST,2110,GSK591,4.170946,High
1290922,HDQP1_BREAST,2111,VE821,4.99486,High
1290922,HDQP1_BREAST,2169,AZD6482,2.310512,Low
1290922,HDQP1_BREAST,2172,JQ1,2.77655,Low
1290922,HDQP1_BREAST,2173,PFI-1,5.028775,High
1290922,HDQP1_BREAST,2177,SGC0946,2.17801,Low
1290922,HDQP1_BREAST,2359,GSK2830371,5.912761,High
1298157,JIMT1_BREAST,1003,Camptothecin,-1.127505,Low
1298157,JIMT1_BREAST,1004,Vinblastine,-4.725273,Low
1298157,JIMT1_BREAST,1005,Cisplatin,4.228757,High
1298157,JIMT1_BREAST,1006,Cytarabine,1.993324,Low
1298157,JIMT1_BREAST,1007,Docetaxel,-5.567102,Low
1298157,JIMT1_BREAST,1008,Methotrexate,-0.679447,Low
1298157,JIMT1_BREAST,1010,Gefitinib,3.956903,High
1298157,JIMT1_BREAST,1011,Navitoclax,1.520923,Low
1298157,JIMT1_BREAST,1012,Vorinostat,1.700576,Low
1298157,JIMT1_BREAST,1013,Nilotinib,3.608999,Low
1298157,JIMT1_BREAST,1014,Refametinib,3.056458,Low
1298157,JIMT1_BREAST,1016,Temsirolimus,0.526766,Low
1298157,JIMT1_BREAST,1017,Olaparib,4.534884,High
1298157,JIMT1_BREAST,1018,Veliparib,5.072177,High
1298157,JIMT1_BREAST,1019,Bosutinib,3.364165,Low
1298157,JIMT1_BREAST,1020,Lenalidomide,4.090009,High
1298157,JIMT1_BREAST,1021,Axitinib,4.367212,High
1298157,JIMT1_BREAST,1022,AZD7762,0.018747,Low
1298157,JIMT1_BREAST,1023,GW441756,3.555877,Low
1298157,JIMT1_BREAST,1024,Lestaurtinib,1.18818,Low
1298157,JIMT1_BREAST,1025,SB216763,5.443027,High
1298157,JIMT1_BREAST,1026,Tanespimycin,-0.974389,Low
1298157,JIMT1_BREAST,1029,Motesanib,5.609763,High
1298157,JIMT1_BREAST,1030,KU-55933,6.173454,High
1298157,JIMT1_BREAST,1032,Afatinib,1.656334,Low
1298157,JIMT1_BREAST,1033,Vismodegib,5.214695,High
1298157,JIMT1_BREAST,1036,PLX-4720,5.103762,High
1298157,JIMT1_BREAST,1038,NU7441,3.28681,Low
1298157,JIMT1_BREAST,1042,Doramapimod,4.612558,High
1298157,JIMT1_BREAST,1043,JNK Inhibitor VIII,5.537379,High
1298157,JIMT1_BREAST,1046,Wee1 Inhibitor,1.63869,Low
1298157,JIMT1_BREAST,1047,Nutlin-3a (-),6.099856,High
1298157,JIMT1_BREAST,1049,PD173074,4.247282,High
1298157,JIMT1_BREAST,1050,ZM447439,2.35793,Low
1298157,JIMT1_BREAST,1051,Alisertib,3.315545,Low
1298157,JIMT1_BREAST,1053,MK-2206,3.41253,Low
1298157,JIMT1_BREAST,1054,Palbociclib,4.818237,High
1298157,JIMT1_BREAST,1057,Dactolisib,-2.177153,Low
1298157,JIMT1_BREAST,1058,Pictilisib,0.867672,Low
1298157,JIMT1_BREAST,1059,AZD8055,-0.482424,Low
1298157,JIMT1_BREAST,1060,PD0325901,3.194155,Low
1298157,JIMT1_BREAST,1062,Selumetinib,4.348849,High
1298157,JIMT1_BREAST,1067,CCT007093,5.601928,High
1298157,JIMT1_BREAST,1068,Obatoclax Mesylate,0.939146,Low
1298157,JIMT1_BREAST,1069,EHT-1864,4.853897,High
1298157,JIMT1_BREAST,1072,Avagacestat,4.826021,High
1298157,JIMT1_BREAST,1073,5-Fluorouracil,5.543439,High
1298157,JIMT1_BREAST,1079,Dasatinib,-1.039739,Low
1298157,JIMT1_BREAST,1080,Paclitaxel,-3.922563,Low
1298157,JIMT1_BREAST,1083,Crizotinib,3.136208,Low
1298157,JIMT1_BREAST,1085,Sorafenib,2.254745,Low
1298157,JIMT1_BREAST,1086,BI-2536,-2.831329,Low
1298157,JIMT1_BREAST,1088,Irinotecan,4.420548,High
1298157,JIMT1_BREAST,1089,Oxaliplatin,3.278499,Low
1298157,JIMT1_BREAST,1093,GSK1904529A,4.955886,High
1298157,JIMT1_BREAST,1096,Tozasertib,5.241832,High
1298157,JIMT1_BREAST,1129,PF-4708671,5.007812,High
1298157,JIMT1_BREAST,1131,PRIMA-1MET,5.1412,High
1298157,JIMT1_BREAST,1133,Serdemetan,3.840387,High
1298157,JIMT1_BREAST,1168,Erlotinib,3.045408,Low
1298157,JIMT1_BREAST,1175,Rucaparib,4.28608,High
1298157,JIMT1_BREAST,1177,Niraparib,5.582092,High
1298157,JIMT1_BREAST,1179,MK-1775,0.551425,Low
1298157,JIMT1_BREAST,1180,Dinaciclib,-0.518522,Low
1298157,JIMT1_BREAST,1190,Gemcitabine,2.697398,Low
1298157,JIMT1_BREAST,1191,Bortezomib,-5.406625,Low
1298157,JIMT1_BREAST,1192,GSK269962A,2.875239,Low
1298157,JIMT1_BREAST,1199,Tamoxifen,3.821708,High
1298157,JIMT1_BREAST,1200,Fulvestrant,3.418328,Low
1298157,JIMT1_BREAST,1237,EPZ004777,4.943467,High
1298157,JIMT1_BREAST,1239,YK-4-279,1.588016,Low
1298157,JIMT1_BREAST,1249,BMS-345541,5.517818,High
1298157,JIMT1_BREAST,1250,AZ960,2.131512,Low
1298157,JIMT1_BREAST,1372,Trametinib,0.793246,Low
1298157,JIMT1_BREAST,1373,Dabrafenib,5.75924,High
1298157,JIMT1_BREAST,1375,Temozolomide,6.832485,High
1298157,JIMT1_BREAST,1378,Bleomycin (50 uM),5.13823,High
1298157,JIMT1_BREAST,1494,SN-38,-2.660308,Low
1298157,JIMT1_BREAST,1507,Ruxolitinib,5.590177,High
1298157,JIMT1_BREAST,1510,Linsitinib,3.791221,High
1298157,JIMT1_BREAST,1511,Epirubicin,0.630818,Low
1298157,JIMT1_BREAST,1512,Cyclophosphamide,5.604463,High
1298157,JIMT1_BREAST,1529,Pevonedistat,2.1499,Low
1298157,JIMT1_BREAST,1549,Sapitinib,2.342267,Low
1298157,JIMT1_BREAST,1553,Uprosertib,4.541431,High
1298157,JIMT1_BREAST,1557,LCL161,5.603643,High
1298157,JIMT1_BREAST,1558,Lapatinib,2.080514,Low
1298157,JIMT1_BREAST,1560,Alpelisib,3.08304,Low
1298157,JIMT1_BREAST,1561,Taselisib,0.443988,Low
1298157,JIMT1_BREAST,1563,EPZ5676,5.659315,High
1298157,JIMT1_BREAST,1564,SCH772984,5.048868,High
1298157,JIMT1_BREAST,1576,IWP-2,3.231026,Low
1298157,JIMT1_BREAST,1578,Leflunomide,5.530888,High
1298157,JIMT1_BREAST,1593,Entinostat,3.013306,Low
1298157,JIMT1_BREAST,1598,LGK974,4.981329,High
1298157,JIMT1_BREAST,1613,VE-822,2.914053,Low
1298157,JIMT1_BREAST,1614,WZ4003,3.707567,Low
1298157,JIMT1_BREAST,1615,CZC24832,4.009541,High
1298157,JIMT1_BREAST,1617,AZD5582,3.043568,Low
1298157,JIMT1_BREAST,1618,GSK2606414,4.190741,High
1298157,JIMT1_BREAST,1620,PFI3,5.608491,High
1298157,JIMT1_BREAST,1621,PCI-34051,5.346417,High
1298157,JIMT1_BREAST,1622,Wnt-C59,4.805942,High
1298157,JIMT1_BREAST,1624,I-BET-762,4.800041,High
1298157,JIMT1_BREAST,1626,OTX015,5.541343,High
1298157,JIMT1_BREAST,1627,GSK343,2.359329,Low
1298157,JIMT1_BREAST,1629,ML323,6.304029,High
1298157,JIMT1_BREAST,1630,Entospletinib,5.351835,High
1298157,JIMT1_BREAST,1631,PRT062607,4.921593,High
1298157,JIMT1_BREAST,1632,Ribociclib,4.74411,High
1298157,JIMT1_BREAST,1634,AGI-6780,4.958753,High
1298157,JIMT1_BREAST,1635,Picolinici-acid,4.481132,High
1298157,JIMT1_BREAST,1786,AZD4547,2.396425,Low
1298157,JIMT1_BREAST,1799,Ibrutinib,4.550513,High
1298157,JIMT1_BREAST,1849,Sabutoclax,1.405071,Low
1298157,JIMT1_BREAST,1852,LY2109761,4.316776,High
1298157,JIMT1_BREAST,1853,OF-1,5.120131,High
1298157,JIMT1_BREAST,1854,MN-64,4.791255,High
1298157,JIMT1_BREAST,1855,KRAS (G12C) Inhibitor-12,5.894518,High
1298157,JIMT1_BREAST,1862,MG-132,-1.38035,Low
1298157,JIMT1_BREAST,1909,Venetoclax,3.425505,Low
1298157,JIMT1_BREAST,1910,ABT737,2.577686,Low
1298157,JIMT1_BREAST,1912,Afuresertib,3.655202,Low
1298157,JIMT1_BREAST,1913,AGI-5198,5.098272,High
1298157,JIMT1_BREAST,1915,AZD3759,3.390357,Low
1298157,JIMT1_BREAST,1917,AZD6738,1.215378,Low
1298157,JIMT1_BREAST,1918,AZD8186,3.895332,High
1298157,JIMT1_BREAST,1919,Osimertinib,2.831681,Low
1298157,JIMT1_BREAST,1922,Cediranib,3.828372,High
1298157,JIMT1_BREAST,1924,Ipatasertib,3.627373,Low
1298157,JIMT1_BREAST,1925,GDC0810,5.346543,High
1298157,JIMT1_BREAST,1926,GNE-317,-0.266276,Low
1298157,JIMT1_BREAST,1927,GSK2578215A,5.610882,High
1298157,JIMT1_BREAST,1928,I-BRD9,5.187742,High
1298157,JIMT1_BREAST,1930,Telomerase Inhibitor IX,2.081564,Low
1298157,JIMT1_BREAST,1931,MIRA-1,5.391731,High
1298157,JIMT1_BREAST,1932,NVP-ADW742,4.410072,High
1298157,JIMT1_BREAST,1933,P22077,3.857318,High
1298157,JIMT1_BREAST,1936,Savolitinib,2.026696,Low
1298157,JIMT1_BREAST,1939,UMI-77,2.510276,Low
1298157,JIMT1_BREAST,1940,WIKI4,3.664901,Low
1298157,JIMT1_BREAST,1941,Sepantronium bromide,-3.272495,Low
1298157,JIMT1_BREAST,1997,WEHI-539,4.525614,High
1298157,JIMT1_BREAST,2040,Foretinib,1.508614,Low
1298157,JIMT1_BREAST,2043,BIBR-1532,4.25097,High
1298157,JIMT1_BREAST,2044,Pyridostatin,3.807518,High
1298157,JIMT1_BREAST,2045,AMG-319,5.604149,High
1298157,JIMT1_BREAST,2046,MK-8776,3.689841,Low
1298157,JIMT1_BREAST,2048,Vinorelbine,-3.372542,Low
1298157,JIMT1_BREAST,2096,VX-11e,3.66477,Low
1298157,JIMT1_BREAST,2106,Uprosertib,4.034041,High
1298157,JIMT1_BREAST,2107,LJI308,5.351792,High
1298157,JIMT1_BREAST,2110,GSK591,5.282292,High
1298157,JIMT1_BREAST,2111,VE821,4.079756,High
1298157,JIMT1_BREAST,2169,AZD6482,5.042061,High
1298157,JIMT1_BREAST,2172,JQ1,3.46114,Low
1298157,JIMT1_BREAST,2173,PFI-1,4.537142,High
1298157,JIMT1_BREAST,2177,SGC0946,1.868423,Low
1298157,JIMT1_BREAST,2359,GSK2830371,5.364371,High
910704,AU565_BREAST,1003,Camptothecin,-2.834766,Low
910704,AU565_BREAST,1004,Vinblastine,-2.717499,Low
910704,AU565_BREAST,1005,Cisplatin,2.928827,Low
910704,AU565_BREAST,1006,Cytarabine,1.747744,Low
910704,AU565_BREAST,1007,Docetaxel,-5.785839,Low
910704,AU565_BREAST,1008,Methotrexate,-2.467612,Low
910704,AU565_BREAST,1010,Gefitinib,1.141896,Low
910704,AU565_BREAST,1011,Navitoclax,1.905843,Low
910704,AU565_BREAST,1012,Vorinostat,0.6084,Low
910704,AU565_BREAST,1013,Nilotinib,1.803756,Low
910704,AU565_BREAST,1014,Refametinib,3.896527,High
910704,AU565_BREAST,1016,Temsirolimus,0.806097,Low
910704,AU565_BREAST,1017,Olaparib,4.459639,High
910704,AU565_BREAST,1018,Veliparib,5.35117,High
910704,AU565_BREAST,1019,Bosutinib,3.196855,Low
910704,AU565_BREAST,1020,Lenalidomide,4.965087,High
910704,AU565_BREAST,1021,Axitinib,3.274392,Low
910704,AU565_BREAST,1022,AZD7762,0.330046,Low
910704,AU565_BREAST,1023,GW441756,2.109933,Low
910704,AU565_BREAST,1024,Lestaurtinib,0.439614,Low
910704,AU565_BREAST,1025,SB216763,4.380255,High
910704,AU565_BREAST,1026,Tanespimycin,-0.18574,Low
910704,AU565_BREAST,1029,Motesanib,5.352421,High
910704,AU565_BREAST,1030,KU-55933,3.815324,High
910704,AU565_BREAST,1032,Afatinib,-1.533873,Low
910704,AU565_BREAST,1033,Vismodegib,4.651092,High
910704,AU565_BREAST,1036,PLX-4720,4.728498,High
910704,AU565_BREAST,1038,NU7441,1.876899,Low
910704,AU565_BREAST,1042,Doramapimod,4.105722,High
910704,AU565_BREAST,1043,JNK Inhibitor VIII,4.87947,High
910704,AU565_BREAST,1046,Wee1 Inhibitor,2.062586,Low
910704,AU565_BREAST,1047,Nutlin-3a (-),4.415955,High
910704,AU565_BREAST,1049,PD173074,3.635537,Low
910704,AU565_BREAST,1050,ZM447439,2.320186,Low
910704,AU565_BREAST,1051,Alisertib,2.659327,Low
910704,AU565_BREAST,1053,MK-2206,1.704623,Low
910704,AU565_BREAST,1054,Palbociclib,3.208095,Low
910704,AU565_BREAST,1057,Dactolisib,-1.646264,Low
910704,AU565_BREAST,1058,Pictilisib,0.200132,Low
910704,AU565_BREAST,1059,AZD8055,-0.618275,Low
910704,AU565_BREAST,1060,PD0325901,3.53451,Low
910704,AU565_BREAST,1062,Selumetinib,4.983186,High
910704,AU565_BREAST,1067,CCT007093,2.380695,Low
910704,AU565_BREAST,1068,Obatoclax Mesylate,0.729291,Low
910704,AU565_BREAST,1069,EHT-1864,3.69768,Low
910704,AU565_BREAST,1072,Avagacestat,4.923951,High
910704,AU565_BREAST,1073,5-Fluorouracil,2.798046,Low
910704,AU565_BREAST,1079,Dasatinib,3.060459,Low
910704,AU565_BREAST,1080,Paclitaxel,-4.935218,Low
910704,AU565_BREAST,1083,Crizotinib,3.053403,Low
910704,AU565_BREAST,1085,Sorafenib,3.079448,Low
910704,AU565_BREAST,1088,Irinotecan,2.424488,Low
910704,AU565_BREAST,1089,Oxaliplatin,5.044274,High
910704,AU565_BREAST,1093,GSK1904529A,2.585168,Low
910704,AU565_BREAST,1096,Tozasertib,4.321371,High
910704,AU565_BREAST,1129,PF-4708671,4.6654,High
910704,AU565_BREAST,1131,PRIMA-1MET,3.024722,Low
910704,AU565_BREAST,1133,Serdemetan,2.788181,Low
910704,AU565_BREAST,1168,Erlotinib,1.852,Low
910704,AU565_BREAST,1175,Rucaparib,4.150335,High
910704,AU565_BREAST,1177,Niraparib,4.557775,High
910704,AU565_BREAST,1179,MK-1775,1.639574,Low
910704,AU565_BREAST,1180,Dinaciclib,-3.200944,Low
910704,AU565_BREAST,1190,Gemcitabine,-2.733624,Low
910704,AU565_BREAST,1191,Bortezomib,-5.396055,Low
910704,AU565_BREAST,1192,GSK269962A,3.631362,Low
910704,AU565_BREAST,1199,Tamoxifen,2.90919,Low
910704,AU565_BREAST,1200,Fulvestrant,2.295962,Low
910704,AU565_BREAST,1237,EPZ004777,4.962333,High
910704,AU565_BREAST,1239,YK-4-279,2.914486,Low
910704,AU565_BREAST,1249,BMS-345541,2.252502,Low
910704,AU565_BREAST,1250,AZ960,1.658355,Low
910704,AU565_BREAST,1372,Trametinib,3.349207,Low
910704,AU565_BREAST,1373,Dabrafenib,4.47969,High
910704,AU565_BREAST,1375,Temozolomide,7.150543,High
910704,AU565_BREAST,1378,Bleomycin (50 uM),4.964441,High
910704,AU565_BREAST,1494,SN-38,-3.788018,Low
910704,AU565_BREAST,1507,Ruxolitinib,4.548867,High
910704,AU565_BREAST,1510,Linsitinib,2.559316,Low
910704,AU565_BREAST,1511,Epirubicin,-1.465033,Low
910704,AU565_BREAST,1512,Cyclophosphamide,4.991953,High
910704,AU565_BREAST,1529,Pevonedistat,2.445696,Low
910704,AU565_BREAST,1549,Sapitinib,0.4528,Low
910704,AU565_BREAST,1553,Uprosertib,1.729176,Low
910704,AU565_BREAST,1557,LCL161,4.247706,High
910704,AU565_BREAST,1558,Lapatinib,-0.866222,Low
910704,AU565_BREAST,1560,Alpelisib,2.14008,Low
910704,AU565_BREAST,1561,Taselisib,1.676478,Low
910704,AU565_BREAST,1563,EPZ5676,4.898008,High
910704,AU565_BREAST,1564,SCH772984,2.832174,Low
910704,AU565_BREAST,1576,IWP-2,2.084111,Low
910704,AU565_BREAST,1578,Leflunomide,5.2147,High
910704,AU565_BREAST,1593,Entinostat,0.400068,Low
910704,AU565_BREAST,1598,LGK974,3.589848,Low
910704,AU565_BREAST,1613,VE-822,3.000976,Low
910704,AU565_BREAST,1614,WZ4003,3.204085,Low
910704,AU565_BREAST,1615,CZC24832,5.267897,High
910704,AU565_BREAST,1617,AZD5582,1.745513,Low
910704,AU565_BREAST,1618,GSK2606414,3.184143,Low
910704,AU565_BREAST,1620,PFI3,5.353896,High
910704,AU565_BREAST,1621,PCI-34051,3.738279,Low
910704,AU565_BREAST,1622,Wnt-C59,4.08372,High
910704,AU565_BREAST,1624,I-BET-762,5.345373,High
910704,AU565_BREAST,1626,OTX015,5.355332,High
910704,AU565_BREAST,1627,GSK343,3.046825,Low
910704,AU565_BREAST,1629,ML323,4.99574,High
910704,AU565_BREAST,1630,Entospletinib,3.647004,Low
910704,AU565_BREAST,1631,PRT062607,4.378556,High
910704,AU565_BREAST,1632,Ribociclib,3.495166,Low
910704,AU565_BREAST,1634,AGI-6780,3.109611,Low
910704,AU565_BREAST,1635,Picolinici-acid,5.135989,High
910704,AU565_BREAST,1786,AZD4547,2.5414,Low
910704,AU565_BREAST,1799,Ibrutinib,-0.528153,Low
910704,AU565_BREAST,1849,Sabutoclax,0.895716,Low
910704,AU565_BREAST,1852,LY2109761,4.793046,High
910704,AU565_BREAST,1853,OF-1,3.806611,High
910704,AU565_BREAST,1854,MN-64,2.009084,Low
910704,AU565_BREAST,1855,KRAS (G12C) Inhibitor-12,3.150202,Low
910704,AU565_BREAST,1862,MG-132,-1.376385,Low
910704,AU565_BREAST,1909,Venetoclax,3.050124,Low
910704,AU565_BREAST,1910,ABT737,2.662903,Low
910704,AU565_BREAST,1912,Afuresertib,1.354569,Low
910704,AU565_BREAST,1913,AGI-5198,4.402135,High
910704,AU565_BREAST,1915,AZD3759,1.940468,Low
910704,AU565_BREAST,1917,AZD6738,2.965914,Low
910704,AU565_BREAST,1918,AZD8186,1.897394,Low
910704,AU565_BREAST,1919,Osimertinib,-1.015011,Low
910704,AU565_BREAST,1922,Cediranib,1.828098,Low
910704,AU565_BREAST,1924,Ipatasertib,2.401112,Low
910704,AU565_BREAST,1925,GDC0810,3.981588,High
910704,AU565_BREAST,1926,GNE-317,-0.165997,Low
910704,AU565_BREAST,1927,GSK2578215A,3.910317,High
910704,AU565_BREAST,1928,I-BRD9,3.673024,Low
910704,AU565_BREAST,1930,Telomerase Inhibitor IX,1.485808,Low
910704,AU565_BREAST,1931,MIRA-1,4.739842,High
910704,AU565_BREAST,1932,NVP-ADW742,2.197637,Low
910704,AU565_BREAST,1933,P22077,4.55893,High
910704,AU565_BREAST,1936,Savolitinib,2.678942,Low
910704,AU565_BREAST,1939,UMI-77,2.836762,Low
910704,AU565_BREAST,1940,WIKI4,3.336682,Low
910704,AU565_BREAST,1941,Sepantronium bromide,-3.298394,Low
910704,AU565_BREAST,1997,WEHI-539,2.840094,Low
910704,AU565_BREAST,2040,Foretinib,1.078181,Low
910704,AU565_BREAST,2043,BIBR-1532,5.217632,High
910704,AU565_BREAST,2044,Pyridostatin,4.649028,High
910704,AU565_BREAST,2045,AMG-319,3.798879,High
910704,AU565_BREAST,2046,MK-8776,2.057474,Low
910704,AU565_BREAST,2048,Vinorelbine,-5.069595,Low
910704,AU565_BREAST,2096,VX-11e,3.366447,Low
910704,AU565_BREAST,2106,Uprosertib,-0.246203,Low
910704,AU565_BREAST,2107,LJI308,4.874245,High
910704,AU565_BREAST,2110,GSK591,2.153544,Low
910704,AU565_BREAST,2111,VE821,3.153579,Low
910704,AU565_BREAST,2169,AZD6482,3.33364,Low
910704,AU565_BREAST,2172,JQ1,4.07431,High
910704,AU565_BREAST,2173,PFI-1,4.455269,High
910704,AU565_BREAST,2177,SGC0946,1.298326,Low
910704,AU565_BREAST,2359,GSK2830371,5.355332,High
910852,CAL851_BREAST,1003,Camptothecin,-1.153588,Low
910852,CAL851_BREAST,1004,Vinblastine,-1.900334,Low
910852,CAL851_BREAST,1005,Cisplatin,4.583953,High
910852,CAL851_BREAST,1006,Cytarabine,2.909554,Low
910852,CAL851_BREAST,1007,Docetaxel,-4.19891,Low
910852,CAL851_BREAST,1008,Methotrexate,2.163297,Low
910852,CAL851_BREAST,1010,Gefitinib,3.823928,High
910852,CAL851_BREAST,1011,Navitoclax,2.139491,Low
910852,CAL851_BREAST,1012,Vorinostat,2.184527,Low
910852,CAL851_BREAST,1013,Nilotinib,3.204835,Low
910852,CAL851_BREAST,1014,Refametinib,0.515438,Low
910852,CAL851_BREAST,1016,Temsirolimus,-0.697574,Low
910852,CAL851_BREAST,1017,Olaparib,4.616088,High
910852,CAL851_BREAST,1018,Veliparib,5.058197,High
910852,CAL851_BREAST,1019,Bosutinib,1.973152,Low
910852,CAL851_BREAST,1020,Lenalidomide,5.615954,High
910852,CAL851_BREAST,1021,Axitinib,3.979607,High
910852,CAL851_BREAST,1022,AZD7762,0.05537,Low
910852,CAL851_BREAST,1023,GW441756,3.640503,Low
910852,CAL851_BREAST,1024,Lestaurtinib,1.071448,Low
910852,CAL851_BREAST,1025,SB216763,5.346739,High
910852,CAL851_BREAST,1026,Tanespimycin,-0.781763,Low
910852,CAL851_BREAST,1029,Motesanib,5.799179,High
910852,CAL851_BREAST,1030,KU-55933,4.549245,High
910852,CAL851_BREAST,1032,Afatinib,2.505667,Low
910852,CAL851_BREAST,1033,Vismodegib,4.56695,High
910852,CAL851_BREAST,1036,PLX-4720,4.776082,High
910852,CAL851_BREAST,1038,NU7441,2.519926,Low
910852,CAL851_BREAST,1042,Doramapimod,5.799179,High
910852,CAL851_BREAST,1043,JNK Inhibitor VIII,5.167508,High
910852,CAL851_BREAST,1046,Wee1 Inhibitor,2.41366,Low
910852,CAL851_BREAST,1047,Nutlin-3a (-),5.987768,High
910852,CAL851_BREAST,1049,PD173074,5.181398,High
910852,CAL851_BREAST,1050,ZM447439,3.1369,Low
910852,CAL851_BREAST,1051,Alisertib,4.051015,High
910852,CAL851_BREAST,1053,MK-2206,4.38687,High
910852,CAL851_BREAST,1054,Palbociclib,3.718892,Low
910852,CAL851_BREAST,1057,Dactolisib,-1.72859,Low
910852,CAL851_BREAST,1058,Pictilisib,1.193365,Low
910852,CAL851_BREAST,1059,AZD8055,-0.287249,Low
910852,CAL851_BREAST,1060,PD0325901,-0.163005,Low
910852,CAL851_BREAST,1062,Selumetinib,2.913797,Low
910852,CAL851_BREAST,1067,CCT007093,5.795474,High
910852,CAL851_BREAST,1068,Obatoclax Mesylate,0.914817,Low
910852,CAL851_BREAST,1069,EHT-1864,3.193201,Low
910852,CAL851_BREAST,1072,Avagacestat,4.095163,High
910852,CAL851_BREAST,1073,5-Fluorouracil,5.058824,High
910852,CAL851_BREAST,1079,Dasatinib,0.88624,Low
910852,CAL851_BREAST,1080,Paclitaxel,-3.560111,Low
910852,CAL851_BREAST,1083,Crizotinib,2.248718,Low
910852,CAL851_BREAST,1085,Sorafenib,3.120013,Low
910852,CAL851_BREAST,1086,BI-2536,-0.101986,Low
910852,CAL851_BREAST,1088,Irinotecan,4.226372,High
910852,CAL851_BREAST,1089,Oxaliplatin,4.510403,High
910852,CAL851_BREAST,1093,GSK1904529A,5.826255,High
910852,CAL851_BREAST,1096,Tozasertib,5.200393,High
910852,CAL851_BREAST,1129,PF-4708671,3.595498,Low
910852,CAL851_BREAST,1131,PRIMA-1MET,4.437712,High
910852,CAL851_BREAST,1133,Serdemetan,3.932632,High
910852,CAL851_BREAST,1149,TW 37,1.288734,Low
910852,CAL851_BREAST,1168,Erlotinib,3.627856,Low
910852,CAL851_BREAST,1175,Rucaparib,3.222434,Low
910852,CAL851_BREAST,1177,Niraparib,5.439017,High
910852,CAL851_BREAST,1179,MK-1775,1.410705,Low
910852,CAL851_BREAST,1180,Dinaciclib,-3.158879,Low
